,Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($),Laptop_ID,Storage Size (GB),Disk Type,Disk Type Numeric,Processor Rank,GPU Rank,Brand Score,Log Price,Performance Score
1057,Dell,Intel i3,4,512GB SSD,AMD Radeon RX 6600,13.3,1366x768,11.0,2.98,macOS,706.56,1057,512.0,SSD,1,1,3,1972.2702222222224,6.561822431575306,1.506912324103191
1058,Samsung,AMD Ryzen 3,8,512GB SSD,Nvidia RTX 3060,17.3,1366x768,8.4,1.82,Linux,784.17,1058,512.0,SSD,1,1,6,1959.007248495271,6.66590025484612,2.816149149634964
1059,MSI,Intel i7,16,2TB SSD,Nvidia RTX 3060,17.3,2560x1440,10.0,3.3,Windows,2738.53,1059,2048.0,SSD,1,3,6,2517.552226890756,7.915541651821959,5.481673528667825
1060,Samsung,AMD Ryzen 7,8,512GB SSD,Integrated,15.6,2560x1440,7.1,1.75,macOS,1191.7,1060,512.0,SSD,1,3,1,1959.007248495271,7.083974923584623,2.9212499224665316
1061,Samsung,Intel i9,64,2TB SSD,AMD Radeon RX 6600,15.6,1920x1080,4.4,2.99,FreeDOS,4333.05,1061,2048.0,SSD,1,4,3,1959.007248495271,8.374257718716422,19.126239183992634
1062,Samsung,AMD Ryzen 3,8,2TB SSD,Nvidia RTX 3060,13.3,3840x2160,11.4,3.45,Linux,1392.57,1062,2048.0,SSD,1,1,6,1959.007248495271,7.239624078886047,2.816149149634964
1063,Samsung,AMD Ryzen 9,16,1TB HDD,AMD Radeon RX 6800,14.0,1920x1080,8.9,2.89,Linux,1624.97,1063,1024.0,HDD,0,4,4,1959.007248495271,7.3938598397530475,5.563248937514736
1064,Apple,Intel i3,16,512GB SSD,Nvidia GTX 1650,14.0,1920x1080,7.8,1.58,FreeDOS,1569.35,1064,512.0,SSD,1,1,2,2915.3642789223454,7.359053803433474,4.854122352075976
1065,Asus,AMD Ryzen 7,8,1TB HDD,Nvidia GTX 1650,13.3,3840x2160,11.7,2.13,Linux,1608.39,1065,1024.0,HDD,0,3,2,1927.3151416309015,7.383610504197016,2.979299967328785
1066,Acer,AMD Ryzen 3,8,2TB SSD,AMD Radeon RX 6800,17.3,1920x1080,11.6,2.16,Linux,832.29,1066,2048.0,SSD,1,1,4,1914.1085150214592,6.725381720836135,2.7000490599104574
1067,HP,AMD Ryzen 5,8,2TB SSD,AMD Radeon RX 6800,14.0,3840x2160,6.6,2.52,FreeDOS,1545.49,1067,2048.0,SSD,1,2,4,1938.5187334437085,7.343743125890186,2.897724558481875
1068,Samsung,Intel i7,4,1TB HDD,Nvidia RTX 3060,14.0,1920x1080,7.6,2.8,macOS,1039.74,1068,1024.0,HDD,0,3,6,1959.007248495271,6.947687277573483,2.0764134558327862
1069,HP,Intel i5,32,1TB SSD,Nvidia GTX 1650,13.3,2560x1440,11.5,2.73,Windows,1978.77,1069,1024.0,SSD,1,2,2,1938.5187334437085,7.590735955325136,9.592144614427443
1070,Asus,AMD Ryzen 5,4,1TB HDD,Nvidia RTX 2060,17.3,1366x768,7.7,3.24,macOS,797.41,1070,1024.0,HDD,0,2,5,1927.3151416309015,6.682622249968917,1.8206879123991155
1071,HP,AMD Ryzen 3,4,1TB HDD,Nvidia GTX 1650,17.3,1366x768,10.5,1.42,macOS,536.42,1071,1024.0,HDD,0,1,2,1938.5187334437085,6.286779911715159,1.4488622792409376
1072,HP,Intel i3,8,256GB SSD,Nvidia RTX 2060,16.0,1366x768,6.7,1.76,Linux,709.47,1072,256.0,SSD,1,1,5,1938.5187334437085,6.56592672285964,2.758099104772711
1073,Microsoft,AMD Ryzen 3,32,1TB SSD,Integrated,16.0,1920x1080,7.5,3.11,Windows,1148.47,1073,1024.0,SSD,1,1,1,1975.2035489361701,7.04705624555906,9.336419070993774
1074,Dell,AMD Ryzen 9,8,2TB SSD,Nvidia RTX 2060,16.0,1920x1080,9.2,1.87,macOS,1857.89,1074,2048.0,SSD,1,4,5,1972.2702222222224,7.527734814373103,3.351125600486963
1075,MSI,Intel i7,32,256GB SSD,Nvidia GTX 1650,14.0,1920x1080,9.3,2.73,Linux,2697.7,1075,256.0,SSD,1,3,2,2517.552226890756,7.90052545456151,9.78982011299886
1076,Samsung,Intel i7,8,1TB SSD,Nvidia RTX 3080,14.0,2560x1440,8.0,1.69,Windows,1680.01,1076,1024.0,SSD,1,3,7,1959.007248495271,7.427150082230898,3.269550191640053
1077,Razer,AMD Ryzen 7,8,1TB SSD,Nvidia GTX 1650,13.3,3840x2160,9.8,1.54,macOS,2847.15,1077,1024.0,SSD,1,3,2,2695.213804444444,7.9544249396842535,2.979299967328785
1078,Apple,AMD Ryzen 7,4,256GB SSD,Nvidia RTX 3080,14.0,2560x1440,11.0,1.62,macOS,2132.82,1078,256.0,SSD,1,3,7,2915.3642789223454,7.665669079663102,2.13446350069504
1079,Razer,Intel i5,4,256GB SSD,Nvidia RTX 3060,15.6,1920x1080,4.1,1.36,Windows,1371.11,1079,256.0,SSD,1,2,6,2695.213804444444,7.224104979999106,1.8787379572613692
1080,Samsung,AMD Ryzen 9,32,2TB SSD,AMD Radeon RX 6800,15.6,1920x1080,6.4,3.4,Windows,2904.38,1080,2048.0,SSD,1,4,4,1959.007248495271,7.974319469681353,10.103595701294786
1081,Acer,Intel i3,4,2TB SSD,Nvidia RTX 3080,16.0,3840x2160,6.0,1.4,Windows,1335.38,1081,2048.0,SSD,1,1,7,1914.1085150214592,7.197719744791448,1.7391125035522053
1082,HP,Intel i3,4,1TB SSD,Nvidia RTX 3060,15.6,1920x1080,8.1,2.79,Linux,952.28,1082,1024.0,SSD,1,1,6,1938.5187334437085,6.859908669524917,1.6810624586899519
1083,Apple,Intel i3,4,512GB SSD,Nvidia RTX 2060,16.0,1920x1080,7.6,1.85,Linux,1159.57,1083,512.0,SSD,1,1,5,2915.3642789223454,7.056666542723476,1.6230124138276982
1084,Dell,AMD Ryzen 3,8,1TB HDD,Nvidia GTX 1650,15.6,3840x2160,10.7,2.99,FreeDOS,1174.05,1084,1024.0,HDD,0,1,2,1972.2702222222224,7.069065978864387,2.58394897018595
1085,Asus,Intel i7,32,1TB SSD,AMD Radeon RX 6800,17.3,1366x768,4.7,2.76,macOS,1889.53,1085,1024.0,SSD,1,3,4,1927.3151416309015,7.544612492022853,9.905920202723369
1086,Lenovo,AMD Ryzen 9,32,256GB SSD,AMD Radeon RX 6800,13.3,2560x1440,10.9,1.98,Linux,3388.03,1086,256.0,SSD,1,4,4,1978.465790393013,8.128299023736652,10.103595701294786
1087,Microsoft,Intel i5,4,512GB SSD,Integrated,15.6,3840x2160,5.8,3.08,Windows,1140.21,1087,512.0,SSD,1,2,1,1975.2035489361701,7.039844382006876,1.5884877329501013
1088,Microsoft,Intel i7,4,512GB SSD,Nvidia RTX 3060,15.6,3840x2160,8.8,1.46,Linux,2052.93,1088,512.0,SSD,1,3,6,1975.2035489361701,7.627510310063566,2.0764134558327862
1089,Razer,Intel i3,4,256GB SSD,Nvidia GTX 1650,14.0,3840x2160,6.1,3.32,FreeDOS,1729.8,1089,256.0,SSD,1,1,2,2695.213804444444,7.45633900835073,1.4488622792409376
1090,Razer,Intel i5,4,2TB SSD,Nvidia RTX 3060,16.0,1366x768,6.8,2.98,macOS,1130.4,1090,2048.0,SSD,1,2,6,2695.213804444444,7.0312110829090555,1.8787379572613692
1091,Asus,AMD Ryzen 5,16,1TB HDD,Integrated,14.0,1366x768,4.7,1.85,Linux,561.61,1091,1024.0,HDD,0,2,1,1927.3151416309015,6.332586670515636,4.993747805785139
1092,Lenovo,AMD Ryzen 5,16,512GB SSD,AMD Radeon RX 6800,13.3,3840x2160,7.2,3.24,Linux,2088.07,1092,512.0,SSD,1,2,4,1978.465790393013,7.644474269851068,5.1678979403719
1093,Acer,AMD Ryzen 5,64,256GB SSD,Nvidia GTX 1650,16.0,2560x1440,11.9,1.23,Windows,3155.21,1093,256.0,SSD,1,2,2,1914.1085150214592,8.057127219676037,18.672838141987548
1094,MSI,AMD Ryzen 5,16,1TB SSD,AMD Radeon RX 6800,17.3,2560x1440,9.9,3.43,macOS,2095.45,1094,1024.0,SSD,1,2,4,2517.552226890756,7.648000717053821,5.1678979403719
1095,Microsoft,AMD Ryzen 5,64,1TB HDD,Nvidia RTX 2060,14.0,1920x1080,4.8,2.98,FreeDOS,1995.58,1095,1024.0,HDD,0,2,5,1975.2035489361701,7.5991909958232045,18.846988276574308
1096,Asus,AMD Ryzen 5,32,256GB SSD,Nvidia RTX 2060,14.0,2560x1440,9.2,1.93,Windows,1944.87,1096,256.0,SSD,1,2,5,1927.3151416309015,7.573464456814587,9.766294749014206
1097,Acer,Intel i5,64,256GB SSD,Integrated,17.3,1920x1080,6.6,3.39,FreeDOS,1866.56,1097,256.0,SSD,1,2,1,1914.1085150214592,7.532388045004919,18.61478809712529
1098,Microsoft,AMD Ryzen 7,4,2TB SSD,Nvidia RTX 3060,14.0,3840x2160,5.6,1.77,macOS,1934.75,1098,2048.0,SSD,1,3,6,1975.2035489361701,7.5682501272668325,2.0764134558327862
1099,HP,Intel i5,16,2TB SSD,AMD Radeon RX 6800,15.6,1366x768,10.4,2.46,macOS,1256.29,1099,2048.0,SSD,1,2,4,1938.5187334437085,7.136713890016245,5.1678979403719
1100,Asus,Intel i3,32,1TB SSD,Nvidia RTX 3060,17.3,3840x2160,7.2,1.58,Linux,2352.89,1100,1024.0,SSD,1,1,6,1927.3151416309015,7.763824557756427,9.62666929530504
1101,Razer,AMD Ryzen 5,32,256GB SSD,Nvidia RTX 3080,17.3,3840x2160,5.5,2.13,Linux,4164.52,1101,256.0,SSD,1,2,7,2695.213804444444,8.334596396747814,9.882394838738712
1102,MSI,Intel i5,4,256GB SSD,Nvidia GTX 1650,13.3,3840x2160,4.1,1.32,Windows,1951.0,1102,256.0,SSD,1,2,2,2517.552226890756,7.5766097669730375,1.6465377778123549
1103,HP,Intel i9,4,512GB SSD,Nvidia RTX 3060,14.0,2560x1440,9.4,1.62,FreeDOS,1755.06,1103,512.0,SSD,1,4,6,1938.5187334437085,7.47082794217625,2.274088954404204
1104,Dell,Intel i3,64,1TB HDD,Nvidia GTX 1650,16.0,2560x1440,6.5,1.22,FreeDOS,2416.42,1104,1024.0,HDD,0,1,2,1972.2702222222224,7.7904561347426675,18.47516264341613
1105,Asus,Intel i3,16,2TB SSD,Nvidia RTX 2060,15.6,1920x1080,4.6,3.07,Windows,1235.49,1105,2048.0,SSD,1,1,5,1927.3151416309015,7.120031999585461,5.028272486662736
1106,MSI,Intel i9,32,1TB HDD,Nvidia RTX 3060,17.3,2560x1440,11.2,2.88,FreeDOS,3812.09,1106,1024.0,HDD,0,4,6,2517.552226890756,8.246195163040847,10.219695791019292
1107,Dell,Intel i7,64,2TB SSD,Nvidia RTX 3080,14.0,1366x768,8.9,1.29,macOS,2608.05,1107,2048.0,SSD,1,3,7,1972.2702222222224,7.86674144938391,19.160763864870233
1108,Acer,AMD Ryzen 9,16,512GB SSD,Nvidia GTX 1650,14.0,1920x1080,9.4,2.36,macOS,2108.29,1108,512.0,SSD,1,4,2,1914.1085150214592,7.654106676952681,5.447148847790229
1109,Razer,AMD Ryzen 5,4,256GB SSD,AMD Radeon RX 6600,13.3,3840x2160,8.1,1.24,Windows,2118.67,1109,256.0,SSD,1,2,3,2695.213804444444,7.659015695172366,1.7045878226746083
1110,Razer,AMD Ryzen 5,64,512GB SSD,AMD Radeon RX 6600,15.6,1920x1080,7.1,2.31,macOS,3619.35,1110,512.0,SSD,1,2,3,2695.213804444444,8.19432598522899,18.7308881868498
1111,Asus,AMD Ryzen 9,8,1TB SSD,Nvidia RTX 3080,14.0,2560x1440,9.8,2.43,macOS,2177.61,1111,1024.0,SSD,1,4,7,1927.3151416309015,7.686442337741547,3.46722569021147
1112,Apple,Intel i3,64,256GB SSD,AMD Radeon RX 6800,14.0,1366x768,8.7,2.7,macOS,2602.42,1112,256.0,SSD,1,1,4,2915.3642789223454,7.864581244264509,18.591262733140635
1113,Apple,Intel i3,64,512GB SSD,AMD Radeon RX 6800,17.3,1366x768,7.5,1.48,Linux,2788.48,1113,512.0,SSD,1,1,4,2915.3642789223454,7.933610477516199,18.591262733140635
1114,HP,Intel i5,64,2TB SSD,Integrated,15.6,1366x768,4.1,2.48,macOS,1528.87,1114,2048.0,SSD,1,2,1,1938.5187334437085,7.332938043456292,18.61478809712529
1115,Samsung,Intel i7,4,256GB SSD,Nvidia RTX 2060,14.0,3840x2160,7.4,2.17,Linux,2006.46,1115,256.0,SSD,1,3,5,1959.007248495271,7.604625520342206,2.018363410970533
1116,HP,Intel i3,64,256GB SSD,Nvidia RTX 3060,15.6,1366x768,5.7,2.0,macOS,1702.88,1116,256.0,SSD,1,1,6,1938.5187334437085,7.440663282374267,18.707362822865143
1117,MSI,AMD Ryzen 3,8,256GB SSD,Nvidia GTX 1650,17.3,1920x1080,8.1,2.62,Linux,1246.9,1117,256.0,SSD,1,1,2,2517.552226890756,7.129217417513809,2.58394897018595
1118,Asus,AMD Ryzen 7,64,1TB SSD,Integrated,15.6,3840x2160,8.2,2.21,Linux,3573.01,1118,1024.0,SSD,1,3,1,1927.3151416309015,8.18144349370091,18.81246359569671
1119,Razer,AMD Ryzen 9,8,2TB SSD,Nvidia RTX 3060,17.3,1366x768,4.6,1.51,Linux,2225.27,1119,2048.0,SSD,1,4,6,2695.213804444444,7.7080828182805305,3.4091756453492166
1120,Microsoft,Intel i7,32,512GB SSD,Integrated,14.0,1366x768,5.0,2.26,macOS,1228.39,1120,512.0,SSD,1,3,1,1975.2035489361701,7.114273390390698,9.731770068136608
1121,HP,Intel i9,8,2TB SSD,Integrated,16.0,2560x1440,7.5,2.59,Linux,1437.56,1121,2048.0,SSD,1,4,1,1938.5187334437085,7.271397892236463,3.118925421037949
1122,Acer,AMD Ryzen 3,16,512GB SSD,AMD Radeon RX 6800,13.3,1920x1080,6.0,3.22,Windows,962.06,1122,512.0,SSD,1,1,4,1914.1085150214592,6.870115715153181,4.970222441800483
1123,Acer,Intel i3,8,1TB HDD,Nvidia RTX 3080,14.0,1366x768,11.1,2.27,FreeDOS,575.16,1123,1024.0,HDD,0,1,7,1914.1085150214592,6.356385399900565,2.874199194497218
1124,Razer,AMD Ryzen 3,4,512GB SSD,Nvidia GTX 1650,13.3,3840x2160,7.8,3.08,Windows,1631.83,1124,512.0,SSD,1,1,2,2695.213804444444,7.398069984673246,1.4488622792409376
1125,Acer,Intel i9,16,256GB SSD,Nvidia RTX 2060,14.0,1920x1080,8.6,3.47,Windows,2116.08,1125,256.0,SSD,1,4,5,1914.1085150214592,7.657793059745383,5.621298982376989
1126,MSI,Intel i9,64,1TB SSD,Nvidia RTX 2060,16.0,1920x1080,8.7,1.24,Windows,5676.83,1126,1024.0,SSD,1,4,5,2517.552226890756,8.644324396464942,19.242339273717143
1127,MSI,AMD Ryzen 7,4,1TB HDD,AMD Radeon RX 6600,17.3,1920x1080,6.5,1.35,Windows,1312.82,1127,1024.0,HDD,0,3,3,2517.552226890756,7.180694203359706,1.9022633212460256
1128,Dell,Intel i5,64,512GB SSD,Nvidia GTX 1650,13.3,3840x2160,8.1,2.71,macOS,3828.45,1128,512.0,SSD,1,2,2,1972.2702222222224,8.250476468729616,18.672838141987548
1129,Samsung,Intel i5,8,1TB HDD,Nvidia RTX 3080,14.0,1366x768,4.3,3.23,Linux,728.94,1129,1024.0,HDD,0,2,7,1959.007248495271,6.5929623389836856,3.0718746930686356
1130,Dell,AMD Ryzen 9,4,256GB SSD,AMD Radeon RX 6600,13.3,2560x1440,10.7,2.4,Windows,1916.71,1130,256.0,SSD,1,4,3,1972.2702222222224,7.558887044845839,2.099938819817443
1131,Razer,AMD Ryzen 3,64,1TB HDD,Integrated,14.0,1920x1080,8.2,3.39,Linux,1449.27,1131,1024.0,HDD,0,1,1,2695.213804444444,7.279505024976819,18.417112598553874
1132,Asus,AMD Ryzen 3,64,2TB SSD,Nvidia RTX 3080,13.3,2560x1440,6.7,3.32,Windows,2513.67,1132,2048.0,SSD,1,1,7,1927.3151416309015,7.829896861201039,18.7654128677274
1133,Asus,AMD Ryzen 7,4,1TB HDD,Nvidia RTX 3080,14.0,1920x1080,8.7,2.29,Linux,1080.0,1133,1024.0,HDD,0,3,7,1927.3151416309015,6.985641817639208,2.13446350069504
1134,Acer,AMD Ryzen 3,16,256GB SSD,AMD Radeon RX 6600,15.6,1920x1080,7.5,1.76,macOS,992.4,1134,256.0,SSD,1,1,3,1914.1085150214592,6.90113340267325,4.912172396938229
1135,Samsung,AMD Ryzen 9,32,1TB SSD,Nvidia GTX 1650,17.3,1366x768,8.9,1.25,macOS,2424.37,1135,1024.0,SSD,1,4,2,1959.007248495271,7.793739369052436,9.987495611570278
1136,Apple,AMD Ryzen 5,16,1TB HDD,Nvidia RTX 3080,17.3,1366x768,5.0,3.2,Windows,1313.7,1136,1024.0,HDD,0,2,7,2915.3642789223454,7.181363781702559,5.342048074958661
1137,Samsung,Intel i7,4,1TB SSD,Integrated,14.0,2560x1440,5.7,1.44,Windows,828.25,1137,1024.0,SSD,1,3,1,1959.007248495271,6.720521677827162,1.7861632315215186
1138,MSI,Intel i7,8,512GB SSD,AMD Radeon RX 6800,14.0,3840x2160,8.5,2.12,Linux,2818.41,1138,512.0,SSD,1,3,4,2517.552226890756,7.944282922184476,3.0954000570532925
1139,HP,Intel i5,16,1TB HDD,AMD Radeon RX 6600,13.3,1920x1080,10.1,2.44,macOS,1037.35,1139,1024.0,HDD,0,2,3,1938.5187334437085,6.945388193788988,5.109847895509646
1140,Samsung,AMD Ryzen 7,64,2TB SSD,Nvidia RTX 3060,17.3,3840x2160,6.8,2.79,Windows,5250.98,1140,2048.0,SSD,1,3,6,1959.007248495271,8.566360427342321,19.102713820007978
1141,Asus,Intel i5,16,1TB SSD,Nvidia GTX 1650,14.0,1920x1080,4.3,2.02,macOS,1272.98,1141,1024.0,SSD,1,2,2,1927.3151416309015,7.149901137421757,5.051797850647393
1142,Asus,Intel i9,8,512GB SSD,Nvidia RTX 3080,14.0,2560x1440,5.5,1.92,FreeDOS,1970.14,1142,512.0,SSD,1,4,7,1927.3151416309015,7.586367334564257,3.46722569021147
1143,Acer,AMD Ryzen 5,64,256GB SSD,Nvidia RTX 3080,14.0,1920x1080,7.5,2.93,FreeDOS,2316.39,1143,256.0,SSD,1,2,7,1914.1085150214592,7.748196831372845,18.963088366298816
1144,MSI,Intel i5,32,2TB SSD,Nvidia RTX 3080,16.0,2560x1440,10.4,2.13,Windows,2704.08,1144,2048.0,SSD,1,2,7,2517.552226890756,7.902886765704622,9.882394838738712
1145,Apple,AMD Ryzen 3,8,512GB SSD,Nvidia RTX 3060,13.3,1366x768,7.2,2.58,FreeDOS,919.3,1145,512.0,SSD,1,1,6,2915.3642789223454,6.824699703844811,2.816149149634964
1146,Razer,Intel i7,32,1TB HDD,Nvidia RTX 2060,13.3,1920x1080,11.7,2.12,macOS,2261.47,1146,1024.0,HDD,0,3,5,2695.213804444444,7.724212415817663,9.963970247585623
1147,Dell,AMD Ryzen 3,16,256GB SSD,Nvidia RTX 2060,14.0,1366x768,7.5,2.7,Windows,975.65,1147,256.0,SSD,1,1,5,1972.2702222222224,6.8841283483509805,5.028272486662736
1148,HP,Intel i9,64,2TB SSD,AMD Radeon RX 6600,16.0,3840x2160,10.8,1.75,FreeDOS,7110.68,1148,2048.0,SSD,1,4,3,1938.5187334437085,8.86949378180576,19.126239183992634
1149,Acer,Intel i3,32,512GB SSD,Nvidia RTX 3060,13.3,1920x1080,4.9,2.08,macOS,1326.47,1149,512.0,SSD,1,1,6,1914.1085150214592,7.191030153990679,9.62666929530504
1150,HP,AMD Ryzen 9,16,256GB SSD,Nvidia RTX 2060,17.3,1920x1080,10.1,3.29,Windows,2161.9,1150,256.0,SSD,1,4,5,1938.5187334437085,7.679205192799256,5.621298982376989
1151,Asus,AMD Ryzen 9,32,2TB SSD,Nvidia RTX 3060,16.0,2560x1440,5.5,2.3,Windows,3553.63,1151,2048.0,SSD,1,4,6,1927.3151416309015,8.176006258058464,10.219695791019292
1152,Microsoft,Intel i3,16,1TB SSD,Integrated,13.3,1366x768,11.4,1.91,Windows,656.65,1152,1024.0,SSD,1,1,1,1975.2035489361701,6.488672874914788,4.796072307213722
1153,Lenovo,Intel i9,4,256GB SSD,Nvidia RTX 2060,17.3,3840x2160,4.3,1.29,Linux,2628.84,1153,256.0,SSD,1,4,5,1978.465790393013,7.874678286819294,2.2160389095419504
1154,MSI,AMD Ryzen 7,64,1TB HDD,AMD Radeon RX 6800,16.0,1366x768,10.7,2.45,Linux,2865.49,1154,1024.0,HDD,0,3,4,2517.552226890756,7.960843563767435,18.98661373028347
1155,Apple,Intel i9,32,2TB SSD,AMD Radeon RX 6600,15.6,2560x1440,10.3,1.86,Linux,5523.83,1155,2048.0,SSD,1,4,3,2915.3642789223454,8.617007756681803,10.045545656432532
1156,Lenovo,Intel i5,16,1TB HDD,Nvidia RTX 3080,15.6,1920x1080,6.4,1.59,Windows,1266.98,1156,1024.0,HDD,0,2,7,1978.465790393013,7.145180362002116,5.342048074958661
1157,Lenovo,Intel i5,64,1TB HDD,Nvidia RTX 3060,16.0,2560x1440,4.2,3.03,FreeDOS,2698.33,1157,1024.0,HDD,0,2,6,1978.465790393013,7.900758873050426,18.90503832143656
1158,Razer,AMD Ryzen 9,8,1TB SSD,Nvidia RTX 3080,16.0,1366x768,11.0,3.12,Linux,2088.3,1158,1024.0,SSD,1,4,7,2695.213804444444,7.644584360628206,3.46722569021147
1159,Samsung,AMD Ryzen 3,8,256GB SSD,Nvidia RTX 2060,14.0,2560x1440,6.4,3.07,macOS,1027.84,1159,256.0,SSD,1,1,5,1959.007248495271,6.936187232976371,2.758099104772711
1160,Dell,Intel i9,16,1TB SSD,Nvidia RTX 3080,16.0,1366x768,6.5,2.54,macOS,1741.85,1160,1024.0,SSD,1,4,7,1972.2702222222224,7.46327698329698,5.737399072101496
1161,Apple,AMD Ryzen 9,4,2TB SSD,Nvidia RTX 3080,14.0,1366x768,11.9,3.45,Windows,1810.47,1161,2048.0,SSD,1,4,7,2915.3642789223454,7.501893949336835,2.3321389992664576
1162,Samsung,Intel i9,16,1TB HDD,Nvidia GTX 1650,13.3,3840x2160,11.4,2.28,FreeDOS,2884.82,1162,1024.0,HDD,0,4,2,1959.007248495271,7.967564367326353,5.447148847790229
1163,HP,Intel i7,64,512GB SSD,Nvidia RTX 3060,13.3,2560x1440,10.9,3.01,macOS,3730.49,1163,512.0,SSD,1,3,6,1938.5187334437085,8.224562896680407,19.102713820007978
1164,Samsung,Intel i7,16,2TB SSD,Nvidia RTX 3060,14.0,3840x2160,4.5,2.69,macOS,2522.39,1164,2048.0,SSD,1,3,6,1959.007248495271,7.8333585145786,5.481673528667825
1165,Apple,AMD Ryzen 3,32,256GB SSD,AMD Radeon RX 6600,13.3,2560x1440,9.3,1.2,Linux,2530.31,1165,256.0,SSD,1,1,3,2915.3642789223454,7.836492234277625,9.45251916071828
1166,Acer,AMD Ryzen 9,64,256GB SSD,Integrated,13.3,3840x2160,11.3,2.2,Linux,4313.06,1166,256.0,SSD,1,4,1,1914.1085150214592,8.369634735058225,19.010139094268126
1167,Apple,AMD Ryzen 5,32,1TB HDD,Nvidia RTX 2060,15.6,3840x2160,9.8,2.12,Linux,3629.38,1167,1024.0,HDD,0,2,5,2915.3642789223454,8.197092604975586,9.766294749014206
1168,Microsoft,Intel i5,16,1TB HDD,AMD Radeon RX 6600,14.0,3840x2160,5.7,2.83,macOS,1523.01,1168,1024.0,HDD,0,2,3,1975.2035489361701,7.329100297904854,5.109847895509646
1169,Lenovo,Intel i3,64,256GB SSD,AMD Radeon RX 6600,14.0,1920x1080,5.4,2.86,Linux,2125.66,1169,256.0,SSD,1,1,3,1978.465790393013,7.662307952869574,18.533212688278383
1170,Dell,AMD Ryzen 3,8,2TB SSD,Nvidia RTX 3060,17.3,1920x1080,10.5,2.59,macOS,856.35,1170,2048.0,SSD,1,1,6,1972.2702222222224,6.75384623662486,2.816149149634964
1171,Acer,Intel i5,16,2TB SSD,Nvidia RTX 3080,13.3,1920x1080,9.8,2.0,Linux,1268.95,1171,2048.0,SSD,1,2,7,1914.1085150214592,7.146732808598875,5.342048074958661
1172,Lenovo,Intel i9,64,256GB SSD,Nvidia GTX 1650,14.0,1920x1080,7.5,2.39,FreeDOS,3848.82,1172,256.0,SSD,1,4,2,1978.465790393013,8.25578167294211,19.068189139130382
1173,Asus,AMD Ryzen 9,32,512GB SSD,Nvidia RTX 2060,16.0,3840x2160,9.1,1.42,Windows,4728.09,1173,512.0,SSD,1,4,5,1927.3151416309015,8.461488073970497,10.16164574615704
1174,Samsung,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 2060,14.0,2560x1440,4.0,3.33,Windows,1289.49,1174,1024.0,SSD,1,3,5,1959.007248495271,7.162777270194124,2.018363410970533
1175,Asus,Intel i9,4,512GB SSD,Nvidia RTX 3080,15.6,1366x768,4.4,2.05,Linux,1445.61,1175,512.0,SSD,1,4,7,1927.3151416309015,7.276978167152244,2.3321389992664576
1176,Razer,Intel i7,16,256GB SSD,AMD Radeon RX 6800,15.6,3840x2160,5.5,2.59,FreeDOS,3808.14,1176,256.0,SSD,1,3,4,2695.213804444444,8.245158720856974,5.365573438943318
1177,Acer,Intel i3,64,256GB SSD,Nvidia RTX 3060,15.6,1920x1080,9.6,1.22,macOS,2094.87,1177,256.0,SSD,1,1,6,1914.1085150214592,7.6477240206166694,18.707362822865143
1178,Microsoft,Intel i5,4,1TB SSD,Nvidia RTX 2060,13.3,3840x2160,5.1,1.67,Windows,1488.35,1178,1024.0,SSD,1,2,5,1975.2035489361701,7.306095062147713,1.8206879123991155
1179,Apple,AMD Ryzen 7,32,2TB SSD,Nvidia RTX 3060,16.0,1366x768,12.0,2.66,Linux,2870.36,1179,2048.0,SSD,1,3,6,2915.3642789223454,7.9625410641096925,10.022020292447875
1180,Lenovo,AMD Ryzen 3,4,1TB SSD,AMD Radeon RX 6800,13.3,1920x1080,6.3,1.74,macOS,828.17,1180,1024.0,SSD,1,1,4,1978.465790393013,6.72042520045706,1.5649623689654446
1181,Razer,Intel i9,16,1TB HDD,Nvidia RTX 2060,15.6,2560x1440,11.2,2.57,Windows,3043.36,1181,1024.0,HDD,0,4,5,2695.213804444444,8.021045977428981,5.621298982376989
1182,HP,AMD Ryzen 9,32,1TB HDD,AMD Radeon RX 6800,14.0,1366x768,10.0,1.36,macOS,1725.95,1182,1024.0,HDD,0,4,4,1938.5187334437085,7.454112125787783,10.103595701294786
1183,Acer,AMD Ryzen 3,32,1TB HDD,Nvidia RTX 3060,15.6,2560x1440,9.5,2.43,macOS,1474.09,1183,1024.0,HDD,0,1,6,1914.1085150214592,7.296474283861614,9.62666929530504
1184,Acer,AMD Ryzen 7,64,2TB SSD,Nvidia RTX 2060,13.3,1920x1080,9.9,1.41,Linux,2833.35,1184,2048.0,SSD,1,3,5,1914.1085150214592,7.949567912977943,19.044663775145725
1185,Asus,Intel i9,4,2TB SSD,Nvidia RTX 3080,16.0,1920x1080,7.9,1.79,FreeDOS,1563.84,1185,2048.0,SSD,1,4,7,1927.3151416309015,7.355538861326029,2.3321389992664576
1186,Samsung,Intel i9,8,512GB SSD,Nvidia RTX 3060,14.0,1920x1080,6.6,2.12,FreeDOS,1587.62,1186,512.0,SSD,1,4,6,1959.007248495271,7.370620993821406,3.4091756453492166
1187,Apple,AMD Ryzen 5,64,1TB HDD,AMD Radeon RX 6800,16.0,3840x2160,5.0,2.97,macOS,5356.17,1187,1024.0,HDD,0,2,4,2915.3642789223454,8.58619112955702,18.788938231712052
